"location","quantile","scenario_id","model_projection_date","target","target_end_date","type","scenario_name","value","age_group"
"US",0.65,"D-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_pesImm",90425.400280004,"0-130"
"US",0.7,"D-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_pesImm",101892.783574312,"0-130"
"US",0.75,"D-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_pesImm",116579.857840463,"0-130"
"US",0.8,"D-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_pesImm",136014.185911949,"0-130"
"US",0.85,"D-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_pesImm",165736.561592958,"0-130"
"US",0.9,"D-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_pesImm",216709.99717582,"0-130"
"US",0.95,"D-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_pesImm",313766.973623433,"0-130"
"US",0.975,"D-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_pesImm",437956.947586355,"0-130"
"US",0.99,"D-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_pesImm",603795.989382857,"0-130"
"US",1,"D-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_pesImm",4833109.35772458,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","1 wk ahead peak time hosp",2022-08-20,"point","highVac_optImm",0,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","2 wk ahead peak time hosp",2022-08-27,"point","highVac_optImm",0,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","3 wk ahead peak time hosp",2022-09-03,"point","highVac_optImm",0,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","4 wk ahead peak time hosp",2022-09-10,"point","highVac_optImm",0,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","5 wk ahead peak time hosp",2022-09-17,"point","highVac_optImm",0,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","6 wk ahead peak time hosp",2022-09-24,"point","highVac_optImm",0,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","7 wk ahead peak time hosp",2022-10-01,"point","highVac_optImm",0,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","8 wk ahead peak time hosp",2022-10-08,"point","highVac_optImm",6.66666666666667e-05,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","9 wk ahead peak time hosp",2022-10-15,"point","highVac_optImm",0.000133333333333333,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","10 wk ahead peak time hosp",2022-10-22,"point","highVac_optImm",2e-04,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","11 wk ahead peak time hosp",2022-10-29,"point","highVac_optImm",0.000266666666666667,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","12 wk ahead peak time hosp",2022-11-05,"point","highVac_optImm",0.000533333333333333,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","13 wk ahead peak time hosp",2022-11-12,"point","highVac_optImm",0.00113333333333333,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","14 wk ahead peak time hosp",2022-11-19,"point","highVac_optImm",0.00173333333333333,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","15 wk ahead peak time hosp",2022-11-26,"point","highVac_optImm",0.0022,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","16 wk ahead peak time hosp",2022-12-03,"point","highVac_optImm",0.0038,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","17 wk ahead peak time hosp",2022-12-10,"point","highVac_optImm",0.0114,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","18 wk ahead peak time hosp",2022-12-17,"point","highVac_optImm",0.03,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","19 wk ahead peak time hosp",2022-12-24,"point","highVac_optImm",0.0756666666666667,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","20 wk ahead peak time hosp",2022-12-31,"point","highVac_optImm",0.1948,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","21 wk ahead peak time hosp",2023-01-07,"point","highVac_optImm",0.2958,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","22 wk ahead peak time hosp",2023-01-14,"point","highVac_optImm",0.348,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","23 wk ahead peak time hosp",2023-01-21,"point","highVac_optImm",0.403733333333333,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","24 wk ahead peak time hosp",2023-01-28,"point","highVac_optImm",0.443466666666667,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","25 wk ahead peak time hosp",2023-02-04,"point","highVac_optImm",0.4816,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","26 wk ahead peak time hosp",2023-02-11,"point","highVac_optImm",0.5372,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","27 wk ahead peak time hosp",2023-02-18,"point","highVac_optImm",0.615866666666667,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","28 wk ahead peak time hosp",2023-02-25,"point","highVac_optImm",0.6844,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","29 wk ahead peak time hosp",2023-03-04,"point","highVac_optImm",0.741933333333333,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","30 wk ahead peak time hosp",2023-03-11,"point","highVac_optImm",0.812133333333333,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","31 wk ahead peak time hosp",2023-03-18,"point","highVac_optImm",0.902266666666667,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","32 wk ahead peak time hosp",2023-03-25,"point","highVac_optImm",0.952866666666667,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","33 wk ahead peak time hosp",2023-04-01,"point","highVac_optImm",0.974066666666667,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","34 wk ahead peak time hosp",2023-04-08,"point","highVac_optImm",0.9866,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","35 wk ahead peak time hosp",2023-04-15,"point","highVac_optImm",0.994133333333333,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","36 wk ahead peak time hosp",2023-04-22,"point","highVac_optImm",0.9988,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","37 wk ahead peak time hosp",2023-04-29,"point","highVac_optImm",0.999733333333333,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","38 wk ahead peak time hosp",2023-05-06,"point","highVac_optImm",0.999866666666667,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","39 wk ahead peak time hosp",2023-05-13,"point","highVac_optImm",0.999933333333333,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","40 wk ahead peak time hosp",2023-05-20,"point","highVac_optImm",1,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","41 wk ahead peak time hosp",2023-05-27,"point","highVac_optImm",1,"0-130"
"US",NA,"A-2022-08-14","2022-08-14","42 wk ahead peak time hosp",2023-06-03,"point","highVac_optImm",1,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","1 wk ahead peak time hosp",2022-08-20,"point","highVac_pesImm",0,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","2 wk ahead peak time hosp",2022-08-27,"point","highVac_pesImm",0,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","3 wk ahead peak time hosp",2022-09-03,"point","highVac_pesImm",0,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","4 wk ahead peak time hosp",2022-09-10,"point","highVac_pesImm",0,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","5 wk ahead peak time hosp",2022-09-17,"point","highVac_pesImm",0,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","6 wk ahead peak time hosp",2022-09-24,"point","highVac_pesImm",0,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","7 wk ahead peak time hosp",2022-10-01,"point","highVac_pesImm",0,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","8 wk ahead peak time hosp",2022-10-08,"point","highVac_pesImm",0,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","9 wk ahead peak time hosp",2022-10-15,"point","highVac_pesImm",0,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","10 wk ahead peak time hosp",2022-10-22,"point","highVac_pesImm",0,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","11 wk ahead peak time hosp",2022-10-29,"point","highVac_pesImm",0,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","12 wk ahead peak time hosp",2022-11-05,"point","highVac_pesImm",4e-04,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","13 wk ahead peak time hosp",2022-11-12,"point","highVac_pesImm",7e-04,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","14 wk ahead peak time hosp",2022-11-19,"point","highVac_pesImm",9e-04,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","15 wk ahead peak time hosp",2022-11-26,"point","highVac_pesImm",0.0022,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","16 wk ahead peak time hosp",2022-12-03,"point","highVac_pesImm",0.0061,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","17 wk ahead peak time hosp",2022-12-10,"point","highVac_pesImm",0.0153,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","18 wk ahead peak time hosp",2022-12-17,"point","highVac_pesImm",0.0337,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","19 wk ahead peak time hosp",2022-12-24,"point","highVac_pesImm",0.1076,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","20 wk ahead peak time hosp",2022-12-31,"point","highVac_pesImm",0.3478,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","21 wk ahead peak time hosp",2023-01-07,"point","highVac_pesImm",0.5448,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","22 wk ahead peak time hosp",2023-01-14,"point","highVac_pesImm",0.598,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","23 wk ahead peak time hosp",2023-01-21,"point","highVac_pesImm",0.6315,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","24 wk ahead peak time hosp",2023-01-28,"point","highVac_pesImm",0.6629,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","25 wk ahead peak time hosp",2023-02-04,"point","highVac_pesImm",0.7033,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","26 wk ahead peak time hosp",2023-02-11,"point","highVac_pesImm",0.7746,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","27 wk ahead peak time hosp",2023-02-18,"point","highVac_pesImm",0.8769,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","28 wk ahead peak time hosp",2023-02-25,"point","highVac_pesImm",0.9255,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","29 wk ahead peak time hosp",2023-03-04,"point","highVac_pesImm",0.9458,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","30 wk ahead peak time hosp",2023-03-11,"point","highVac_pesImm",0.9636,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","31 wk ahead peak time hosp",2023-03-18,"point","highVac_pesImm",0.9772,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","32 wk ahead peak time hosp",2023-03-25,"point","highVac_pesImm",0.9879,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","33 wk ahead peak time hosp",2023-04-01,"point","highVac_pesImm",0.9937,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","34 wk ahead peak time hosp",2023-04-08,"point","highVac_pesImm",0.9973,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","35 wk ahead peak time hosp",2023-04-15,"point","highVac_pesImm",0.9993,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","36 wk ahead peak time hosp",2023-04-22,"point","highVac_pesImm",0.9999,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","37 wk ahead peak time hosp",2023-04-29,"point","highVac_pesImm",1,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","38 wk ahead peak time hosp",2023-05-06,"point","highVac_pesImm",1,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","39 wk ahead peak time hosp",2023-05-13,"point","highVac_pesImm",1,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","40 wk ahead peak time hosp",2023-05-20,"point","highVac_pesImm",1,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","41 wk ahead peak time hosp",2023-05-27,"point","highVac_pesImm",1,"0-130"
"US",NA,"B-2022-08-14","2022-08-14","42 wk ahead peak time hosp",2023-06-03,"point","highVac_pesImm",1,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","1 wk ahead peak time hosp",2022-08-20,"point","lowVac_optImm",0,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","2 wk ahead peak time hosp",2022-08-27,"point","lowVac_optImm",0,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","3 wk ahead peak time hosp",2022-09-03,"point","lowVac_optImm",0,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","4 wk ahead peak time hosp",2022-09-10,"point","lowVac_optImm",0,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","5 wk ahead peak time hosp",2022-09-17,"point","lowVac_optImm",0,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","6 wk ahead peak time hosp",2022-09-24,"point","lowVac_optImm",0,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","7 wk ahead peak time hosp",2022-10-01,"point","lowVac_optImm",0,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","8 wk ahead peak time hosp",2022-10-08,"point","lowVac_optImm",0,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","9 wk ahead peak time hosp",2022-10-15,"point","lowVac_optImm",0.000133333333333333,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","10 wk ahead peak time hosp",2022-10-22,"point","lowVac_optImm",0.000133333333333333,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","11 wk ahead peak time hosp",2022-10-29,"point","lowVac_optImm",0.000266666666666667,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","12 wk ahead peak time hosp",2022-11-05,"point","lowVac_optImm",0.000333333333333333,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","13 wk ahead peak time hosp",2022-11-12,"point","lowVac_optImm",8e-04,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","14 wk ahead peak time hosp",2022-11-19,"point","lowVac_optImm",0.00126666666666667,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","15 wk ahead peak time hosp",2022-11-26,"point","lowVac_optImm",0.00173333333333333,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","16 wk ahead peak time hosp",2022-12-03,"point","lowVac_optImm",0.0034,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","17 wk ahead peak time hosp",2022-12-10,"point","lowVac_optImm",0.00893333333333333,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","18 wk ahead peak time hosp",2022-12-17,"point","lowVac_optImm",0.0276,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","19 wk ahead peak time hosp",2022-12-24,"point","lowVac_optImm",0.0742,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","20 wk ahead peak time hosp",2022-12-31,"point","lowVac_optImm",0.190933333333333,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","21 wk ahead peak time hosp",2023-01-07,"point","lowVac_optImm",0.291333333333333,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","22 wk ahead peak time hosp",2023-01-14,"point","lowVac_optImm",0.343466666666667,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","23 wk ahead peak time hosp",2023-01-21,"point","lowVac_optImm",0.398133333333333,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","24 wk ahead peak time hosp",2023-01-28,"point","lowVac_optImm",0.440066666666667,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","25 wk ahead peak time hosp",2023-02-04,"point","lowVac_optImm",0.4784,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","26 wk ahead peak time hosp",2023-02-11,"point","lowVac_optImm",0.533466666666667,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","27 wk ahead peak time hosp",2023-02-18,"point","lowVac_optImm",0.617733333333333,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","28 wk ahead peak time hosp",2023-02-25,"point","lowVac_optImm",0.686133333333333,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","29 wk ahead peak time hosp",2023-03-04,"point","lowVac_optImm",0.742133333333333,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","30 wk ahead peak time hosp",2023-03-11,"point","lowVac_optImm",0.810266666666667,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","31 wk ahead peak time hosp",2023-03-18,"point","lowVac_optImm",0.901333333333333,"0-130"
"US",NA,"C-2022-08-14","2022-08-14","32 wk ahead peak time hosp",2023-03-25,"point","lowVac_optImm",0.9528,"0-130"
